COUNTRY_CODE,SEX,AGE,TIME,RES_POP,pop
DK,M,Y65-84,2011,10000-99999,106285
DK,M,Y65-84,2011,100000-499999,28143
DK,M,Y65-84,2011,500000-999999,0
DK,M,Y65-84,2011,GE1000000,63869
EE,F,Y_GE85,2011,0-1000,712
EE,F,Y_GE85,2011,1000-9999,6924
EE,F,Y_GE85,2011,10000-99999,5537
EE,F,Y_GE85,2011,100000-499999,5216
EE,F,Y_GE85,2011,500000-999999,0
EE,F,Y_GE85,2011,GE1000000,0
EE,F,Y_LT15,2011,0-1000,2260
EE,F,Y_LT15,2011,1000-9999,35326
EE,F,Y_LT15,2011,10000-99999,31952
EE,F,Y_LT15,2011,100000-499999,27465
EE,F,Y_LT15,2011,500000-999999,0
EE,F,Y_LT15,2011,GE1000000,0
EE,F,Y15-29,2011,0-1000,2314
EE,F,Y15-29,2011,1000-9999,36825
EE,F,Y15-29,2011,10000-99999,41494
EE,F,Y15-29,2011,100000-499999,43633
EE,F,Y15-29,2011,500000-999999,0
EE,F,Y15-29,2011,GE1000000,0
EE,F,Y30-49,2011,0-1000,3790
EE,F,Y30-49,2011,1000-9999,57735
EE,F,Y30-49,2011,10000-99999,58548
EE,F,Y30-49,2011,100000-499999,56824
EE,F,Y30-49,2011,500000-999999,0
EE,F,Y30-49,2011,GE1000000,0
EE,F,Y50-64,2011,0-1000,3717
EE,F,Y50-64,2011,1000-9999,47848
EE,F,Y50-64,2011,10000-99999,47108
EE,F,Y50-64,2011,100000-499999,43631
EE,F,Y50-64,2011,500000-999999,0
EE,F,Y50-64,2011,GE1000000,0
EE,F,Y65-84,2011,0-1000,4731
EE,F,Y65-84,2011,1000-9999,48304
EE,F,Y65-84,2011,10000-99999,42542
EE,F,Y65-84,2011,100000-499999,39493
EE,F,Y65-84,2011,500000-999999,0
EE,F,Y65-84,2011,GE1000000,0
EE,M,Y_GE85,2011,0-1000,169
EE,M,Y_GE85,2011,1000-9999,1634
EE,M,Y_GE85,2011,10000-99999,1350
EE,M,Y_GE85,2011,100000-499999,1331
EE,M,Y_GE85,2011,500000-999999,0
EE,M,Y_GE85,2011,GE1000000,0
EE,M,Y_LT15,2011,0-1000,2360
EE,M,Y_LT15,2011,1000-9999,37856
EE,M,Y_LT15,2011,10000-99999,33850
EE,M,Y_LT15,2011,100000-499999,28822
EE,M,Y_LT15,2011,500000-999999,0
EE,M,Y_LT15,2011,GE1000000,0
EE,M,Y15-29,2011,0-1000,3123
EE,M,Y15-29,2011,1000-9999,43790
EE,M,Y15-29,2011,10000-99999,42570
EE,M,Y15-29,2011,100000-499999,41108
EE,M,Y15-29,2011,500000-999999,0
EE,M,Y15-29,2011,GE1000000,0
EE,M,Y30-49,2011,0-1000,4427
EE,M,Y30-49,2011,1000-9999,60703
EE,M,Y30-49,2011,10000-99999,56146
EE,M,Y30-49,2011,100000-499999,54344
EE,M,Y30-49,2011,500000-999999,0
EE,M,Y30-49,2011,GE1000000,0
EE,M,Y50-64,2011,0-1000,3968
EE,M,Y50-64,2011,1000-9999,44272
EE,M,Y50-64,2011,10000-99999,35899
EE,M,Y50-64,2011,100000-499999,31307
EE,M,Y50-64,2011,500000-999999,0
EE,M,Y50-64,2011,GE1000000,0
EE,M,Y65-84,2011,0-1000,2746
EE,M,Y65-84,2011,1000-9999,27716
EE,M,Y65-84,2011,10000-99999,20987
EE,M,Y65-84,2011,100000-499999,20048
EE,M,Y65-84,2011,500000-999999,0
EE,M,Y65-84,2011,GE1000000,0
EL,F,Y_GE85,2011,0-1000,41188
EL,F,Y_GE85,2011,1000-9999,26982
EL,F,Y_GE85,2011,10000-99999,50964
EL,F,Y_GE85,2011,100000-499999,14460
EL,F,Y_GE85,2011,500000-999999,12076
EL,F,Y_GE85,2011,GE1000000,0
EL,F,Y_LT15,2011,0-1000,122040
EL,F,Y_LT15,2011,1000-9999,174502
EL,F,Y_LT15,2011,10000-99999,357683
EL,F,Y_LT15,2011,100000-499999,76419
EL,F,Y_LT15,2011,500000-999999,35617
EL,F,Y_LT15,2011,GE1000000,0
EL,F,Y15-29,2011,0-1000,131752
EL,F,Y15-29,2011,1000-9999,177456
EL,F,Y15-29,2011,10000-99999,425888
EL,F,Y15-29,2011,100000-499999,123879
EL,F,Y15-29,2011,500000-999999,62039
EL,F,Y15-29,2011,GE1000000,0
EL,F,Y30-49,2011,0-1000,234737
EL,F,Y30-49,2011,1000-9999,322835
EL,F,Y30-49,2011,10000-99999,766406
EL,F,Y30-49,2011,100000-499999,179357
EL,F,Y30-49,2011,500000-999999,104410
EL,F,Y30-49,2011,GE1000000,0
EL,F,Y50-64,2011,0-1000,196244
EL,F,Y50-64,2011,1000-9999,200852
EL,F,Y50-64,2011,10000-99999,457203
EL,F,Y50-64,2011,100000-499999,115342
EL,F,Y50-64,2011,500000-999999,69375
EL,F,Y50-64,2011,GE1000000,0
EL,F,Y65-84,2011,0-1000,274342
EL,F,Y65-84,2011,1000-9999,204181
EL,F,Y65-84,2011,10000-99999,383932
EL,F,Y65-84,2011,100000-499999,105583
EL,F,Y65-84,2011,500000-999999,65319
EL,F,Y65-84,2011,GE1000000,0
EL,M,Y_GE85,2011,0-1000,27608
EL,M,Y_GE85,2011,1000-9999,16328
EL,M,Y_GE85,2011,10000-99999,28044
EL,M,Y_GE85,2011,100000-499999,7639
EL,M,Y_GE85,2011,500000-999999,5672
EL,M,Y_GE85,2011,GE1000000,0
EL,M,Y_LT15,2011,0-1000,128220
EL,M,Y_LT15,2011,1000-9999,182669
EL,M,Y_LT15,2011,10000-99999,374805
EL,M,Y_LT15,2011,100000-499999,80067
EL,M,Y_LT15,2011,500000-999999,37246
EL,M,Y_LT15,2011,GE1000000,0
EL,M,Y15-29,2011,0-1000,160374
EL,M,Y15-29,2011,1000-9999,201353
EL,M,Y15-29,2011,10000-99999,434340
EL,M,Y15-29,2011,100000-499999,120379
EL,M,Y15-29,2011,500000-999999,66684
EL,M,Y15-29,2011,GE1000000,0
EL,M,Y30-49,2011,0-1000,270845
EL,M,Y30-49,2011,1000-9999,333922
EL,M,Y30-49,2011,10000-99999,725625
EL,M,Y30-49,2011,100000-499999,171302
EL,M,Y30-49,2011,500000-999999,106960
EL,M,Y30-49,2011,GE1000000,0
EL,M,Y50-64,2011,0-1000,204127
EL,M,Y50-64,2011,1000-9999,200194
EL,M,Y50-64,2011,10000-99999,418711
EL,M,Y50-64,2011,100000-499999,99943
EL,M,Y50-64,2011,500000-999999,55632
EL,M,Y50-64,2011,GE1000000,0
EL,M,Y65-84,2011,0-1000,240736
EL,M,Y65-84,2011,1000-9999,176215
EL,M,Y65-84,2011,10000-99999,306604
EL,M,Y65-84,2011,100000-499999,77963
EL,M,Y65-84,2011,500000-999999,43016
EL,M,Y65-84,2011,GE1000000,0
ES,F,Y_GE85,2011,0-1000,44205
ES,F,Y_GE85,2011,1000-9999,147525
ES,F,Y_GE85,2011,10000-99999,230250
ES,F,Y_GE85,2011,100000-499999,162625
ES,F,Y_GE85,2011,500000-999999,42610
ES,F,Y_GE85,2011,GE1000000,103315
ES,F,Y_LT15,2011,0-1000,69125
ES,F,Y_LT15,2011,1000-9999,592610
ES,F,Y_LT15,2011,10000-99999,1459095
ES,F,Y_LT15,2011,100000-499999,800610
ES,F,Y_LT15,2011,500000-999999,197450
ES,F,Y_LT15,2011,GE1000000,309470
ES,F,Y15-29,2011,0-1000,91595
ES,F,Y15-29,2011,1000-9999,658215
ES,F,Y15-29,2011,10000-99999,1556775
ES,F,Y15-29,2011,100000-499999,916255
ES,F,Y15-29,2011,500000-999999,224555
ES,F,Y15-29,2011,GE1000000,385960
ES,F,Y30-49,2011,0-1000,175350
ES,F,Y30-49,2011,1000-9999,1261695
ES,F,Y30-49,2011,10000-99999,3048895
ES,F,Y30-49,2011,100000-499999,1808005
ES,F,Y30-49,2011,500000-999999,442355
ES,F,Y30-49,2011,GE1000000,808425
ES,F,Y50-64,2011,0-1000,130265
ES,F,Y50-64,2011,1000-9999,711085
ES,F,Y50-64,2011,10000-99999,1616345
ES,F,Y50-64,2011,100000-499999,1072960
ES,F,Y50-64,2011,500000-999999,267575
ES,F,Y50-64,2011,GE1000000,461140
ES,F,Y65-84,2011,0-1000,196580
ES,F,Y65-84,2011,1000-9999,749260
ES,F,Y65-84,2011,10000-99999,1333800
ES,F,Y65-84,2011,100000-499999,907630
ES,F,Y65-84,2011,500000-999999,245020
ES,F,Y65-84,2011,GE1000000,482945
ES,M,Y_GE85,2011,0-1000,28965
ES,M,Y_GE85,2011,1000-9999,80720
ES,M,Y_GE85,2011,10000-99999,110330
ES,M,Y_GE85,2011,100000-499999,73355
ES,M,Y_GE85,2011,500000-999999,17285
ES,M,Y_GE85,2011,GE1000000,42315
ES,M,Y_LT15,2011,0-1000,73545
ES,M,Y_LT15,2011,1000-9999,634655
ES,M,Y_LT15,2011,10000-99999,1553580
ES,M,Y_LT15,2011,100000-499999,846060
ES,M,Y_LT15,2011,500000-999999,208100
ES,M,Y_LT15,2011,GE1000000,324965
ES,M,Y15-29,2011,0-1000,105345
ES,M,Y15-29,2011,1000-9999,702495
ES,M,Y15-29,2011,10000-99999,1616665
ES,M,Y15-29,2011,100000-499999,939665
ES,M,Y15-29,2011,500000-999999,231105
ES,M,Y15-29,2011,GE1000000,377630
ES,M,Y30-49,2011,0-1000,230075
ES,M,Y30-49,2011,1000-9999,1400275
ES,M,Y30-49,2011,10000-99999,3189875
ES,M,Y30-49,2011,100000-499999,1830915
ES,M,Y30-49,2011,500000-999999,442835
ES,M,Y30-49,2011,GE1000000,791355
ES,M,Y50-64,2011,0-1000,168615
ES,M,Y50-64,2011,1000-9999,778460
ES,M,Y50-64,2011,10000-99999,1597035
ES,M,Y50-64,2011,100000-499999,967280
ES,M,Y50-64,2011,500000-999999,235220
ES,M,Y50-64,2011,GE1000000,388565
ES,M,Y65-84,2011,0-1000,182815
ES,M,Y65-84,2011,1000-9999,636745
ES,M,Y65-84,2011,10000-99999,1099425
ES,M,Y65-84,2011,100000-499999,688990
ES,M,Y65-84,2011,500000-999999,175540
ES,M,Y65-84,2011,GE1000000,333570
FI,F,Y_GE85,2011,0-1000,15558
FI,F,Y_GE85,2011,1000-9999,19628
FI,F,Y_GE85,2011,10000-99999,22221
FI,F,Y_GE85,2011,100000-499999,13549
FI,F,Y_GE85,2011,500000-999999,0
FI,F,Y_GE85,2011,GE1000000,13063
FI,F,Y_LT15,2011,0-1000,93062
FI,F,Y_LT15,2011,1000-9999,70270
FI,F,Y_LT15,2011,10000-99999,101667
FI,F,Y_LT15,2011,100000-499999,76866
FI,F,Y_LT15,2011,500000-999999,0
FI,F,Y_LT15,2011,GE1000000,92167
FI,F,Y15-29,2011,0-1000,70668
FI,F,Y15-29,2011,1000-9999,62035
FI,F,Y15-29,2011,10000-99999,125668
FI,F,Y15-29,2011,100000-499999,109725
FI,F,Y15-29,2011,500000-999999,0
FI,F,Y15-29,2011,GE1000000,123080
FI,F,Y30-49,2011,0-1000,126362
FI,F,Y30-49,2011,1000-9999,96567
FI,F,Y30-49,2011,10000-99999,158335
FI,F,Y30-49,2011,100000-499999,125466
FI,F,Y30-49,2011,500000-999999,0
FI,F,Y30-49,2011,GE1000000,169727
FI,F,Y50-64,2011,0-1000,120193
FI,F,Y50-64,2011,1000-9999,96842
FI,F,Y50-64,2011,10000-99999,149784
FI,F,Y50-64,2011,100000-499999,99520
FI,F,Y50-64,2011,500000-999999,0
FI,F,Y50-64,2011,GE1000000,119525
FI,F,Y65-84,2011,0-1000,93650
FI,F,Y65-84,2011,1000-9999,88140
FI,F,Y65-84,2011,10000-99999,123273
FI,F,Y65-84,2011,100000-499999,78545
FI,F,Y65-84,2011,500000-999999,0
FI,F,Y65-84,2011,GE1000000,81704
FI,M,Y_GE85,2011,0-1000,7555
FI,M,Y_GE85,2011,1000-9999,6638
FI,M,Y_GE85,2011,10000-99999,7398
FI,M,Y_GE85,2011,100000-499999,4416
FI,M,Y_GE85,2011,500000-999999,0
FI,M,Y_GE85,2011,GE1000000,4134
FI,M,Y_LT15,2011,0-1000,98053
FI,M,Y_LT15,2011,1000-9999,73117
FI,M,Y_LT15,2011,10000-99999,106229
FI,M,Y_LT15,2011,100000-499999,80328
FI,M,Y_LT15,2011,500000-999999,0
FI,M,Y_LT15,2011,GE1000000,95918
FI,M,Y15-29,2011,0-1000,87770
FI,M,Y15-29,2011,1000-9999,68399
FI,M,Y15-29,2011,10000-99999,131245
FI,M,Y15-29,2011,100000-499999,109369
FI,M,Y15-29,2011,500000-999999,0
FI,M,Y15-29,2011,GE1000000,117968
FI,M,Y30-49,2011,0-1000,146595
FI,M,Y30-49,2011,1000-9999,98372
FI,M,Y30-49,2011,10000-99999,161016
FI,M,Y30-49,2011,100000-499999,129082
FI,M,Y30-49,2011,500000-999999,0
FI,M,Y30-49,2011,GE1000000,168432
FI,M,Y50-64,2011,0-1000,150247
FI,M,Y50-64,2011,1000-9999,93925
FI,M,Y50-64,2011,10000-99999,138821
FI,M,Y50-64,2011,100000-499999,89150
FI,M,Y50-64,2011,500000-999999,0
FI,M,Y50-64,2011,GE1000000,102670
FI,M,Y65-84,2011,0-1000,94060
FI,M,Y65-84,2011,1000-9999,65612
FI,M,Y65-84,2011,10000-99999,88751
FI,M,Y65-84,2011,100000-499999,55779
FI,M,Y65-84,2011,500000-999999,0
FI,M,Y65-84,2011,GE1000000,57367
FR,F,Y_GE85,2011,0-1000,143437
FR,F,Y_GE85,2011,1000-9999,432935
FR,F,Y_GE85,2011,10000-99999,384724
FR,F,Y_GE85,2011,100000-499999,126996
FR,F,Y_GE85,2011,500000-999999,17172
FR,F,Y_GE85,2011,GE1000000,38202
FR,F,Y_LT15,2011,0-1000,887777
FR,F,Y_LT15,2011,1000-9999,2172446
FR,F,Y_LT15,2011,10000-99999,2045833
FR,F,Y_LT15,2011,100000-499999,531463
FR,F,Y_LT15,2011,500000-999999,76316
FR,F,Y_LT15,2011,GE1000000,158566
FR,F,Y15-29,2011,0-1000,635457
FR,F,Y15-29,2011,1000-9999,1805462
FR,F,Y15-29,2011,10000-99999,2208278
FR,F,Y15-29,2011,100000-499999,967500
FR,F,Y15-29,2011,500000-999999,86808
FR,F,Y15-29,2011,GE1000000,283953
FR,F,Y30-49,2011,0-1000,1302306
FR,F,Y30-49,2011,1000-9999,3222545
FR,F,Y30-49,2011,10000-99999,3033090
FR,F,Y30-49,2011,100000-499999,865081
FR,F,Y30-49,2011,500000-999999,117729
FR,F,Y30-49,2011,GE1000000,339720
FR,F,Y50-64,2011,0-1000,976924
FR,F,Y50-64,2011,1000-9999,2411853
FR,F,Y50-64,2011,10000-99999,2121479
FR,F,Y50-64,2011,100000-499999,579431
FR,F,Y50-64,2011,500000-999999,79245
FR,F,Y50-64,2011,GE1000000,210922
FR,F,Y65-84,2011,0-1000,770919
FR,F,Y65-84,2011,1000-9999,1986779
FR,F,Y65-84,2011,10000-99999,1747106
FR,F,Y65-84,2011,100000-499999,501163
FR,F,Y65-84,2011,500000-999999,72490
FR,F,Y65-84,2011,GE1000000,158549
FR,M,Y_GE85,2011,0-1000,76486
FR,M,Y_GE85,2011,1000-9999,182409
FR,M,Y_GE85,2011,10000-99999,155747
FR,M,Y_GE85,2011,100000-499999,49184
FR,M,Y_GE85,2011,500000-999999,7134
FR,M,Y_GE85,2011,GE1000000,15163
FR,M,Y_LT15,2011,0-1000,932967
FR,M,Y_LT15,2011,1000-9999,2283295
FR,M,Y_LT15,2011,10000-99999,2141158
FR,M,Y_LT15,2011,100000-499999,556322
FR,M,Y_LT15,2011,500000-999999,78730
FR,M,Y_LT15,2011,GE1000000,163922
FR,M,Y15-29,2011,0-1000,682392
FR,M,Y15-29,2011,1000-9999,1921032
FR,M,Y15-29,2011,10000-99999,2203713
FR,M,Y15-29,2011,100000-499999,902271
FR,M,Y15-29,2011,500000-999999,84080
FR,M,Y15-29,2011,GE1000000,249591
FR,M,Y30-49,2011,0-1000,1344798
FR,M,Y30-49,2011,1000-9999,3151412
FR,M,Y30-49,2011,10000-99999,2874428
FR,M,Y30-49,2011,100000-499999,860367
FR,M,Y30-49,2011,500000-999999,108629
FR,M,Y30-49,2011,GE1000000,336142
FR,M,Y50-64,2011,0-1000,1037565
FR,M,Y50-64,2011,1000-9999,2350727
FR,M,Y50-64,2011,10000-99999,1895900
FR,M,Y50-64,2011,100000-499999,499348
FR,M,Y50-64,2011,500000-999999,69347
FR,M,Y50-64,2011,GE1000000,184092
FR,M,Y65-84,2011,0-1000,685891
FR,M,Y65-84,2011,1000-9999,1589323
FR,M,Y65-84,2011,10000-99999,1259069
FR,M,Y65-84,2011,100000-499999,336004
FR,M,Y65-84,2011,500000-999999,52955
FR,M,Y65-84,2011,GE1000000,111154
HR,F,Y_GE85,2011,0-1000,14448
HR,F,Y_GE85,2011,1000-9999,10328
HR,F,Y_GE85,2011,10000-99999,8731
HR,F,Y_GE85,2011,100000-499999,3537
HR,F,Y_GE85,2011,500000-999999,8079
HR,F,Y_GE85,2011,GE1000000,0
HR,F,Y_LT15,2011,0-1000,90976
HR,F,Y_LT15,2011,1000-9999,89862
HR,F,Y_LT15,2011,10000-99999,70320
HR,F,Y_LT15,2011,100000-499999,19345
HR,F,Y_LT15,2011,500000-999999,47200
HR,F,Y_LT15,2011,GE1000000,0
HR,F,Y15-29,2011,0-1000,107693
HR,F,Y15-29,2011,1000-9999,105082
HR,F,Y15-29,2011,10000-99999,86618
HR,F,Y15-29,2011,100000-499999,26375
HR,F,Y15-29,2011,500000-999999,63344
HR,F,Y15-29,2011,GE1000000,0
HR,F,Y30-49,2011,0-1000,151348
HR,F,Y30-49,2011,1000-9999,152353
HR,F,Y30-49,2011,10000-99999,135020
HR,F,Y30-49,2011,100000-499999,41639
HR,F,Y30-49,2011,500000-999999,103476
HR,F,Y30-49,2011,GE1000000,0
HR,F,Y50-64,2011,0-1000,124188
HR,F,Y50-64,2011,1000-9999,120960
HR,F,Y50-64,2011,10000-99999,105433
HR,F,Y50-64,2011,100000-499999,35945
HR,F,Y50-64,2011,500000-999999,78952
HR,F,Y50-64,2011,GE1000000,0
HR,F,Y65-84,2011,0-1000,133577
HR,F,Y65-84,2011,1000-9999,100319
HR,F,Y65-84,2011,10000-99999,87509
HR,F,Y65-84,2011,100000-499999,28754
HR,F,Y65-84,2011,500000-999999,67143
HR,F,Y65-84,2011,GE1000000,0
HR,M,Y_GE85,2011,0-1000,4702
HR,M,Y_GE85,2011,1000-9999,3326
HR,M,Y_GE85,2011,10000-99999,2951
HR,M,Y_GE85,2011,100000-499999,1509
HR,M,Y_GE85,2011,500000-999999,2989
HR,M,Y_GE85,2011,GE1000000,0
HR,M,Y_LT15,2011,0-1000,95807
HR,M,Y_LT15,2011,1000-9999,94405
HR,M,Y_LT15,2011,10000-99999,74423
HR,M,Y_LT15,2011,100000-499999,20263
HR,M,Y_LT15,2011,500000-999999,49827
HR,M,Y_LT15,2011,GE1000000,0
HR,M,Y15-29,2011,0-1000,116260
HR,M,Y15-29,2011,1000-9999,111523
HR,M,Y15-29,2011,10000-99999,88276
HR,M,Y15-29,2011,100000-499999,26838
HR,M,Y15-29,2011,500000-999999,62892
HR,M,Y15-29,2011,GE1000000,0
HR,M,Y30-49,2011,0-1000,167530
HR,M,Y30-49,2011,1000-9999,156776
HR,M,Y30-49,2011,10000-99999,129850
HR,M,Y30-49,2011,100000-499999,40025
HR,M,Y30-49,2011,500000-999999,95850
HR,M,Y30-49,2011,GE1000000,0
HR,M,Y50-64,2011,0-1000,135655
HR,M,Y50-64,2011,1000-9999,117952
HR,M,Y50-64,2011,10000-99999,90798
HR,M,Y50-64,2011,100000-499999,31109
HR,M,Y50-64,2011,500000-999999,64068
HR,M,Y50-64,2011,GE1000000,0
HR,M,Y65-84,2011,0-1000,87825
HR,M,Y65-84,2011,1000-9999,69766
HR,M,Y65-84,2011,10000-99999,58631
HR,M,Y65-84,2011,100000-499999,20166
HR,M,Y65-84,2011,500000-999999,44343
HR,M,Y65-84,2011,GE1000000,0
HU,F,Y_GE85,2011,0-1000,9574
HU,F,Y_GE85,2011,1000-9999,36949
HU,F,Y_GE85,2011,10000-99999,34040
HU,F,Y_GE85,2011,100000-499999,13009
HU,F,Y_GE85,2011,500000-999999,0
HU,F,Y_GE85,2011,GE1000000,27906
HU,F,Y_LT15,2011,0-1000,56601
HU,F,Y_LT15,2011,1000-9999,251414
HU,F,Y_LT15,2011,10000-99999,216205
HU,F,Y_LT15,2011,100000-499999,77667
HU,F,Y_LT15,2011,500000-999999,0
HU,F,Y_LT15,2011,GE1000000,102527
HU,F,Y15-29,2011,0-1000,61842
HU,F,Y15-29,2011,1000-9999,278926
HU,F,Y15-29,2011,10000-99999,263299
HU,F,Y15-29,2011,100000-499999,121127
HU,F,Y15-29,2011,500000-999999,0
HU,F,Y15-29,2011,GE1000000,166524
HU,F,Y30-49,2011,0-1000,99951
HU,F,Y30-49,2011,1000-9999,454930
HU,F,Y30-49,2011,10000-99999,445791
HU,F,Y30-49,2011,100000-499999,172784
HU,F,Y30-49,2011,500000-999999,0
HU,F,Y30-49,2011,GE1000000,269955
HU,F,Y50-64,2011,0-1000,82609
HU,F,Y50-64,2011,1000-9999,362786
HU,F,Y50-64,2011,10000-99999,350193
HU,F,Y50-64,2011,100000-499999,132558
HU,F,Y50-64,2011,500000-999999,0
HU,F,Y50-64,2011,GE1000000,191896
HU,F,Y65-84,2011,0-1000,78778
HU,F,Y65-84,2011,1000-9999,300205
HU,F,Y65-84,2011,10000-99999,275723
HU,F,Y65-84,2011,100000-499999,105772
HU,F,Y65-84,2011,500000-999999,0
HU,F,Y65-84,2011,GE1000000,177608
HU,M,Y_GE85,2011,0-1000,3653
HU,M,Y_GE85,2011,1000-9999,12883
HU,M,Y_GE85,2011,10000-99999,11957
HU,M,Y_GE85,2011,100000-499999,4738
HU,M,Y_GE85,2011,500000-999999,0
HU,M,Y_GE85,2011,GE1000000,10308
HU,M,Y_LT15,2011,0-1000,60169
HU,M,Y_LT15,2011,1000-9999,265946
HU,M,Y_LT15,2011,10000-99999,228091
HU,M,Y_LT15,2011,100000-499999,80926
HU,M,Y_LT15,2011,500000-999999,0
HU,M,Y_LT15,2011,GE1000000,108113
HU,M,Y15-29,2011,0-1000,69570
HU,M,Y15-29,2011,1000-9999,304844
HU,M,Y15-29,2011,10000-99999,274952
HU,M,Y15-29,2011,100000-499999,120757
HU,M,Y15-29,2011,500000-999999,0
HU,M,Y15-29,2011,GE1000000,161229
HU,M,Y30-49,2011,0-1000,108895
HU,M,Y30-49,2011,1000-9999,478347
HU,M,Y30-49,2011,10000-99999,443417
HU,M,Y30-49,2011,100000-499999,166084
HU,M,Y30-49,2011,500000-999999,0
HU,M,Y30-49,2011,GE1000000,256952
HU,M,Y50-64,2011,0-1000,83251
HU,M,Y50-64,2011,1000-9999,341668
HU,M,Y50-64,2011,10000-99999,295585
HU,M,Y50-64,2011,100000-499999,104624
HU,M,Y50-64,2011,500000-999999,0
HU,M,Y50-64,2011,GE1000000,147503
HU,M,Y65-84,2011,0-1000,45784
HU,M,Y65-84,2011,1000-9999,181888
HU,M,Y65-84,2011,10000-99999,173447
HU,M,Y65-84,2011,100000-499999,64379
HU,M,Y65-84,2011,500000-999999,0
HU,M,Y65-84,2011,GE1000000,108519
IE,F,Y_GE85,2011,0-1000,15888
IE,F,Y_GE85,2011,1000-9999,6225
IE,F,Y_GE85,2011,10000-99999,6656
IE,F,Y_GE85,2011,100000-499999,1654
IE,F,Y_GE85,2011,500000-999999,0
IE,F,Y_GE85,2011,GE1000000,9401
IE,F,Y_LT15,2011,0-1000,180191
IE,F,Y_LT15,2011,1000-9999,77997
IE,F,Y_LT15,2011,10000-99999,100587
IE,F,Y_LT15,2011,100000-499999,17383
IE,F,Y_LT15,2011,500000-999999,0
IE,F,Y_LT15,2011,GE1000000,100631
IE,F,Y15-29,2011,0-1000,140285
IE,F,Y15-29,2011,1000-9999,70452
IE,F,Y15-29,2011,10000-99999,108008
IE,F,Y15-29,2011,100000-499999,24307
IE,F,Y15-29,2011,500000-999999,0
IE,F,Y15-29,2011,GE1000000,132016
IE,F,Y30-49,2011,0-1000,234355
IE,F,Y30-49,2011,1000-9999,109346
IE,F,Y30-49,2011,10000-99999,149881
IE,F,Y30-49,2011,100000-499999,29354
IE,F,Y30-49,2011,500000-999999,0
IE,F,Y30-49,2011,GE1000000,173002
IE,F,Y50-64,2011,0-1000,146367
IE,F,Y50-64,2011,1000-9999,48750
IE,F,Y50-64,2011,10000-99999,69444
IE,F,Y50-64,2011,100000-499999,16028
IE,F,Y50-64,2011,500000-999999,0
IE,F,Y50-64,2011,GE1000000,86010
IE,F,Y65-84,2011,0-1000,95219
IE,F,Y65-84,2011,1000-9999,35383
IE,F,Y65-84,2011,10000-99999,45091
IE,F,Y65-84,2011,100000-499999,11758
IE,F,Y65-84,2011,500000-999999,0
IE,F,Y65-84,2011,GE1000000,62713
IE,M,Y_GE85,2011,0-1000,8343
IE,M,Y_GE85,2011,1000-9999,2660
IE,M,Y_GE85,2011,10000-99999,2724
IE,M,Y_GE85,2011,100000-499999,680
IE,M,Y_GE85,2011,500000-999999,0
IE,M,Y_GE85,2011,GE1000000,4011
IE,M,Y_LT15,2011,0-1000,190348
IE,M,Y_LT15,2011,1000-9999,80974
IE,M,Y_LT15,2011,10000-99999,104895
IE,M,Y_LT15,2011,100000-499999,18423
IE,M,Y_LT15,2011,500000-999999,0
IE,M,Y_LT15,2011,GE1000000,105287
IE,M,Y15-29,2011,0-1000,149724
IE,M,Y15-29,2011,1000-9999,64735
IE,M,Y15-29,2011,10000-99999,102418
IE,M,Y15-29,2011,100000-499999,23533
IE,M,Y15-29,2011,500000-999999,0
IE,M,Y15-29,2011,GE1000000,127010
IE,M,Y30-49,2011,0-1000,239638
IE,M,Y30-49,2011,1000-9999,108245
IE,M,Y30-49,2011,10000-99999,147485
IE,M,Y30-49,2011,100000-499999,29101
IE,M,Y30-49,2011,500000-999999,0
IE,M,Y30-49,2011,GE1000000,169493
IE,M,Y50-64,2011,0-1000,158299
IE,M,Y50-64,2011,1000-9999,48134
