COUNTRY_CODE,SEX,AGE,TIME,RES_POP,pop
IE,M,Y50-64,2011,10000-99999,66274
IE,M,Y50-64,2011,100000-499999,15290
IE,M,Y50-64,2011,500000-999999,0
IE,M,Y50-64,2011,GE1000000,79625
IE,M,Y65-84,2011,0-1000,96990
IE,M,Y65-84,2011,1000-9999,29815
IE,M,Y65-84,2011,10000-99999,37413
IE,M,Y65-84,2011,100000-499999,9587
IE,M,Y65-84,2011,500000-999999,0
IE,M,Y65-84,2011,GE1000000,49352
IS,F,Y_GE85,2011,0-1000,329
IS,F,Y_GE85,2011,1000-9999,494
IS,F,Y_GE85,2011,10000-99999,262
IS,F,Y_GE85,2011,100000-499999,2180
IS,F,Y_GE85,2011,500000-999999,0
IS,F,Y_GE85,2011,GE1000000,0
IS,F,Y_LT15,2011,0-1000,3463
IS,F,Y_LT15,2011,1000-9999,5350
IS,F,Y_LT15,2011,10000-99999,3490
IS,F,Y_LT15,2011,100000-499999,19823
IS,F,Y_LT15,2011,500000-999999,0
IS,F,Y_LT15,2011,GE1000000,0
IS,F,Y15-29,2011,0-1000,3496
IS,F,Y15-29,2011,1000-9999,4790
IS,F,Y15-29,2011,10000-99999,3415
IS,F,Y15-29,2011,100000-499999,21615
IS,F,Y15-29,2011,500000-999999,0
IS,F,Y15-29,2011,GE1000000,0
IS,F,Y30-49,2011,0-1000,4431
IS,F,Y30-49,2011,1000-9999,6510
IS,F,Y30-49,2011,10000-99999,4299
IS,F,Y30-49,2011,100000-499999,27164
IS,F,Y30-49,2011,500000-999999,0
IS,F,Y30-49,2011,GE1000000,0
IS,F,Y50-64,2011,0-1000,3358
IS,F,Y50-64,2011,1000-9999,4370
IS,F,Y50-64,2011,10000-99999,2673
IS,F,Y50-64,2011,100000-499999,17518
IS,F,Y50-64,2011,500000-999999,0
IS,F,Y50-64,2011,GE1000000,0
IS,F,Y65-84,2011,0-1000,2220
IS,F,Y65-84,2011,1000-9999,2956
IS,F,Y65-84,2011,10000-99999,1710
IS,F,Y65-84,2011,100000-499999,11489
IS,F,Y65-84,2011,500000-999999,0
IS,F,Y65-84,2011,GE1000000,0
IS,M,Y_GE85,2011,0-1000,263
IS,M,Y_GE85,2011,1000-9999,327
IS,M,Y_GE85,2011,10000-99999,150
IS,M,Y_GE85,2011,100000-499999,1137
IS,M,Y_GE85,2011,500000-999999,0
IS,M,Y_GE85,2011,GE1000000,0
IS,M,Y_LT15,2011,0-1000,3650
IS,M,Y_LT15,2011,1000-9999,5724
IS,M,Y_LT15,2011,10000-99999,3665
IS,M,Y_LT15,2011,100000-499999,20550
IS,M,Y_LT15,2011,500000-999999,0
IS,M,Y_LT15,2011,GE1000000,0
IS,M,Y15-29,2011,0-1000,3990
IS,M,Y15-29,2011,1000-9999,5460
IS,M,Y15-29,2011,10000-99999,3577
IS,M,Y15-29,2011,100000-499999,21796
IS,M,Y15-29,2011,500000-999999,0
IS,M,Y15-29,2011,GE1000000,0
IS,M,Y30-49,2011,0-1000,4625
IS,M,Y30-49,2011,1000-9999,6599
IS,M,Y30-49,2011,10000-99999,4146
IS,M,Y30-49,2011,100000-499999,27371
IS,M,Y30-49,2011,500000-999999,0
IS,M,Y30-49,2011,GE1000000,0
IS,M,Y50-64,2011,0-1000,3920
IS,M,Y50-64,2011,1000-9999,4596
IS,M,Y50-64,2011,10000-99999,2698
IS,M,Y50-64,2011,100000-499999,17142
IS,M,Y50-64,2011,500000-999999,0
IS,M,Y50-64,2011,GE1000000,0
IS,M,Y65-84,2011,0-1000,2567
IS,M,Y65-84,2011,1000-9999,2882
IS,M,Y65-84,2011,10000-99999,1536
IS,M,Y65-84,2011,100000-499999,9780
IS,M,Y65-84,2011,500000-999999,0
IS,M,Y65-84,2011,GE1000000,0
IT,F,Y_GE85,2011,0-1000,167310
IT,F,Y_GE85,2011,1000-9999,357248
IT,F,Y_GE85,2011,10000-99999,391063
IT,F,Y_GE85,2011,100000-499999,120280
IT,F,Y_GE85,2011,500000-999999,61990
IT,F,Y_GE85,2011,GE1000000,79770
IT,F,Y_LT15,2011,0-1000,510841
IT,F,Y_LT15,2011,1000-9999,1301953
IT,F,Y_LT15,2011,10000-99999,1500258
IT,F,Y_LT15,2011,100000-499999,300650
IT,F,Y_LT15,2011,500000-999999,204045
IT,F,Y_LT15,2011,GE1000000,223263
IT,F,Y15-29,2011,0-1000,571458
IT,F,Y15-29,2011,1000-9999,1423897
IT,F,Y15-29,2011,10000-99999,1707222
IT,F,Y15-29,2011,100000-499999,344638
IT,F,Y15-29,2011,500000-999999,238385
IT,F,Y15-29,2011,GE1000000,234950
IT,F,Y30-49,2011,0-1000,1139235
IT,F,Y30-49,2011,1000-9999,2850738
IT,F,Y30-49,2011,10000-99999,3289429
IT,F,Y30-49,2011,100000-499999,724518
IT,F,Y30-49,2011,500000-999999,454028
IT,F,Y30-49,2011,GE1000000,566082
IT,F,Y50-64,2011,0-1000,763890
IT,F,Y50-64,2011,1000-9999,1836829
IT,F,Y50-64,2011,10000-99999,2173318
IT,F,Y50-64,2011,100000-499999,505473
IT,F,Y50-64,2011,500000-999999,320313
IT,F,Y50-64,2011,GE1000000,372541
IT,F,Y65-84,2011,0-1000,751530
IT,F,Y65-84,2011,1000-9999,1778370
IT,F,Y65-84,2011,10000-99999,2121700
IT,F,Y65-84,2011,100000-499999,551270
IT,F,Y65-84,2011,500000-999999,334204
IT,F,Y65-84,2011,GE1000000,415548
IT,M,Y_GE85,2011,0-1000,78335
IT,M,Y_GE85,2011,1000-9999,155038
IT,M,Y_GE85,2011,10000-99999,169755
IT,M,Y_GE85,2011,100000-499999,50989
IT,M,Y_GE85,2011,500000-999999,25788
IT,M,Y_GE85,2011,GE1000000,33579
IT,M,Y_LT15,2011,0-1000,542079
IT,M,Y_LT15,2011,1000-9999,1381378
IT,M,Y_LT15,2011,10000-99999,1589586
IT,M,Y_LT15,2011,100000-499999,319237
IT,M,Y_LT15,2011,500000-999999,215411
IT,M,Y_LT15,2011,GE1000000,237342
IT,M,Y15-29,2011,0-1000,605804
IT,M,Y15-29,2011,1000-9999,1470879
IT,M,Y15-29,2011,10000-99999,1752638
IT,M,Y15-29,2011,100000-499999,353817
IT,M,Y15-29,2011,500000-999999,246821
IT,M,Y15-29,2011,GE1000000,246847
IT,M,Y30-49,2011,0-1000,1185846
IT,M,Y30-49,2011,1000-9999,2875666
IT,M,Y30-49,2011,10000-99999,3186498
IT,M,Y30-49,2011,100000-499999,687215
IT,M,Y30-49,2011,500000-999999,427740
IT,M,Y30-49,2011,GE1000000,526412
IT,M,Y50-64,2011,0-1000,803712
IT,M,Y50-64,2011,1000-9999,1793023
IT,M,Y50-64,2011,10000-99999,1994380
IT,M,Y50-64,2011,100000-499999,444680
IT,M,Y50-64,2011,500000-999999,284768
IT,M,Y50-64,2011,GE1000000,319039
IT,M,Y65-84,2011,0-1000,664248
IT,M,Y65-84,2011,1000-9999,1463944
IT,M,Y65-84,2011,10000-99999,1662383
IT,M,Y65-84,2011,100000-499999,405355
IT,M,Y65-84,2011,500000-999999,244916
IT,M,Y65-84,2011,GE1000000,300359
LI,F,Y_GE85,2011,0-1000,0
LI,F,Y_GE85,2011,1000-9999,377
LI,F,Y_GE85,2011,10000-99999,0
LI,F,Y_GE85,2011,100000-499999,0
LI,F,Y_GE85,2011,500000-999999,0
LI,F,Y_GE85,2011,GE1000000,0
LI,F,Y_LT15,2011,0-1000,0
LI,F,Y_LT15,2011,1000-9999,2829
LI,F,Y_LT15,2011,10000-99999,0
LI,F,Y_LT15,2011,100000-499999,0
LI,F,Y_LT15,2011,500000-999999,0
LI,F,Y_LT15,2011,GE1000000,0
LI,F,Y15-29,2011,0-1000,0
LI,F,Y15-29,2011,1000-9999,3231
LI,F,Y15-29,2011,10000-99999,0
LI,F,Y15-29,2011,100000-499999,0
LI,F,Y15-29,2011,500000-999999,0
LI,F,Y15-29,2011,GE1000000,0
LI,F,Y30-49,2011,0-1000,0
LI,F,Y30-49,2011,1000-9999,5640
LI,F,Y30-49,2011,10000-99999,0
LI,F,Y30-49,2011,100000-499999,0
LI,F,Y30-49,2011,500000-999999,0
LI,F,Y30-49,2011,GE1000000,0
LI,F,Y50-64,2011,0-1000,0
LI,F,Y50-64,2011,1000-9999,3767
LI,F,Y50-64,2011,10000-99999,0
LI,F,Y50-64,2011,100000-499999,0
LI,F,Y50-64,2011,500000-999999,0
LI,F,Y50-64,2011,GE1000000,0
LI,F,Y65-84,2011,0-1000,0
LI,F,Y65-84,2011,1000-9999,2419
LI,F,Y65-84,2011,10000-99999,0
LI,F,Y65-84,2011,100000-499999,0
LI,F,Y65-84,2011,500000-999999,0
LI,F,Y65-84,2011,GE1000000,0
LI,M,Y_GE85,2011,0-1000,0
LI,M,Y_GE85,2011,1000-9999,163
LI,M,Y_GE85,2011,10000-99999,0
LI,M,Y_GE85,2011,100000-499999,0
LI,M,Y_GE85,2011,500000-999999,0
LI,M,Y_GE85,2011,GE1000000,0
LI,M,Y_LT15,2011,0-1000,0
LI,M,Y_LT15,2011,1000-9999,2946
LI,M,Y_LT15,2011,10000-99999,0
LI,M,Y_LT15,2011,100000-499999,0
LI,M,Y_LT15,2011,500000-999999,0
LI,M,Y_LT15,2011,GE1000000,0
LI,M,Y15-29,2011,0-1000,0
LI,M,Y15-29,2011,1000-9999,3368
LI,M,Y15-29,2011,10000-99999,0
LI,M,Y15-29,2011,100000-499999,0
LI,M,Y15-29,2011,500000-999999,0
LI,M,Y15-29,2011,GE1000000,0
LI,M,Y30-49,2011,0-1000,0
LI,M,Y30-49,2011,1000-9999,5554
LI,M,Y30-49,2011,10000-99999,0
LI,M,Y30-49,2011,100000-499999,0
LI,M,Y30-49,2011,500000-999999,0
LI,M,Y30-49,2011,GE1000000,0
LI,M,Y50-64,2011,0-1000,0
LI,M,Y50-64,2011,1000-9999,3792
LI,M,Y50-64,2011,10000-99999,0
LI,M,Y50-64,2011,100000-499999,0
LI,M,Y50-64,2011,500000-999999,0
LI,M,Y50-64,2011,GE1000000,0
LI,M,Y65-84,2011,0-1000,0
LI,M,Y65-84,2011,1000-9999,2063
LI,M,Y65-84,2011,10000-99999,0
LI,M,Y65-84,2011,100000-499999,0
LI,M,Y65-84,2011,500000-999999,0
LI,M,Y65-84,2011,GE1000000,0
LT,F,Y_GE85,2011,0-1000,13532
LT,F,Y_GE85,2011,1000-9999,5219
LT,F,Y_GE85,2011,10000-99999,8125
LT,F,Y_GE85,2011,100000-499999,7472
LT,F,Y_GE85,2011,500000-999999,5457
LT,F,Y_GE85,2011,GE1000000,0
LT,F,Y_LT15,2011,0-1000,65300
LT,F,Y_LT15,2011,1000-9999,28983
LT,F,Y_LT15,2011,10000-99999,48123
LT,F,Y_LT15,2011,100000-499999,40737
LT,F,Y_LT15,2011,500000-999999,37575
LT,F,Y_LT15,2011,GE1000000,0
LT,F,Y15-29,2011,0-1000,78885
LT,F,Y15-29,2011,1000-9999,37807
LT,F,Y15-29,2011,10000-99999,63731
LT,F,Y15-29,2011,100000-499999,62864
LT,F,Y15-29,2011,500000-999999,62829
LT,F,Y15-29,2011,GE1000000,0
LT,F,Y30-49,2011,0-1000,110003
LT,F,Y30-49,2011,1000-9999,56604
LT,F,Y30-49,2011,10000-99999,100465
LT,F,Y30-49,2011,100000-499999,84955
LT,F,Y30-49,2011,500000-999999,80545
LT,F,Y30-49,2011,GE1000000,0
LT,F,Y50-64,2011,0-1000,78356
LT,F,Y50-64,2011,1000-9999,43344
LT,F,Y50-64,2011,10000-99999,76496
LT,F,Y50-64,2011,100000-499999,66153
LT,F,Y50-64,2011,500000-999999,56199
LT,F,Y50-64,2011,GE1000000,0
LT,F,Y65-84,2011,0-1000,100900
LT,F,Y65-84,2011,1000-9999,40816
LT,F,Y65-84,2011,10000-99999,69037
LT,F,Y65-84,2011,100000-499999,63346
LT,F,Y65-84,2011,500000-999999,46967
LT,F,Y65-84,2011,GE1000000,0
LT,M,Y_GE85,2011,0-1000,3854
LT,M,Y_GE85,2011,1000-9999,1489
LT,M,Y_GE85,2011,10000-99999,2342
LT,M,Y_GE85,2011,100000-499999,2196
LT,M,Y_GE85,2011,500000-999999,1533
LT,M,Y_GE85,2011,GE1000000,0
LT,M,Y_LT15,2011,0-1000,68918
LT,M,Y_LT15,2011,1000-9999,30688
LT,M,Y_LT15,2011,10000-99999,50734
LT,M,Y_LT15,2011,100000-499999,42753
LT,M,Y_LT15,2011,500000-999999,39401
LT,M,Y_LT15,2011,GE1000000,0
LT,M,Y15-29,2011,0-1000,91150
LT,M,Y15-29,2011,1000-9999,41956
LT,M,Y15-29,2011,10000-99999,66751
LT,M,Y15-29,2011,100000-499999,60552
LT,M,Y15-29,2011,500000-999999,58193
LT,M,Y15-29,2011,GE1000000,0
LT,M,Y30-49,2011,0-1000,120595
LT,M,Y30-49,2011,1000-9999,53002
LT,M,Y30-49,2011,10000-99999,87957
LT,M,Y30-49,2011,100000-499999,74960
LT,M,Y30-49,2011,500000-999999,70938
LT,M,Y30-49,2011,GE1000000,0
LT,M,Y50-64,2011,0-1000,78664
LT,M,Y50-64,2011,1000-9999,34890
LT,M,Y50-64,2011,10000-99999,58038
LT,M,Y50-64,2011,100000-499999,48181
LT,M,Y50-64,2011,500000-999999,39228
LT,M,Y50-64,2011,GE1000000,0
LT,M,Y65-84,2011,0-1000,55944
LT,M,Y65-84,2011,1000-9999,22074
LT,M,Y65-84,2011,10000-99999,36570
LT,M,Y65-84,2011,100000-499999,33512
LT,M,Y65-84,2011,500000-999999,25541
LT,M,Y65-84,2011,GE1000000,0
LU,F,Y_GE85,2011,0-1000,81
LU,F,Y_GE85,2011,1000-9999,3297
LU,F,Y_GE85,2011,10000-99999,2620
LU,F,Y_GE85,2011,100000-499999,0
LU,F,Y_GE85,2011,500000-999999,0
LU,F,Y_GE85,2011,GE1000000,0
LU,F,Y_LT15,2011,0-1000,1082
LU,F,Y_LT15,2011,1000-9999,25205
LU,F,Y_LT15,2011,10000-99999,16883
LU,F,Y_LT15,2011,100000-499999,0
LU,F,Y_LT15,2011,500000-999999,0
LU,F,Y_LT15,2011,GE1000000,0
LU,F,Y15-29,2011,0-1000,1119
LU,F,Y15-29,2011,1000-9999,26613
LU,F,Y15-29,2011,10000-99999,19991
LU,F,Y15-29,2011,100000-499999,0
LU,F,Y15-29,2011,500000-999999,0
LU,F,Y15-29,2011,GE1000000,0
LU,F,Y30-49,2011,0-1000,1813
LU,F,Y30-49,2011,1000-9999,44610
LU,F,Y30-49,2011,10000-99999,33583
LU,F,Y30-49,2011,100000-499999,0
LU,F,Y30-49,2011,500000-999999,0
LU,F,Y30-49,2011,GE1000000,0
LU,F,Y50-64,2011,0-1000,974
LU,F,Y50-64,2011,1000-9999,27006
LU,F,Y50-64,2011,10000-99999,17484
LU,F,Y50-64,2011,100000-499999,0
LU,F,Y50-64,2011,500000-999999,0
LU,F,Y50-64,2011,GE1000000,0
LU,F,Y65-84,2011,0-1000,637
LU,F,Y65-84,2011,1000-9999,19756
LU,F,Y65-84,2011,10000-99999,14632
LU,F,Y65-84,2011,100000-499999,0
LU,F,Y65-84,2011,500000-999999,0
LU,F,Y65-84,2011,GE1000000,0
LU,M,Y_GE85,2011,0-1000,28
LU,M,Y_GE85,2011,1000-9999,1205
LU,M,Y_GE85,2011,10000-99999,963
LU,M,Y_GE85,2011,100000-499999,0
LU,M,Y_GE85,2011,500000-999999,0
LU,M,Y_GE85,2011,GE1000000,0
LU,M,Y_LT15,2011,0-1000,1075
LU,M,Y_LT15,2011,1000-9999,26632
LU,M,Y_LT15,2011,10000-99999,17760
LU,M,Y_LT15,2011,100000-499999,0
LU,M,Y_LT15,2011,500000-999999,0
LU,M,Y_LT15,2011,GE1000000,0
LU,M,Y15-29,2011,0-1000,1105
LU,M,Y15-29,2011,1000-9999,27891
LU,M,Y15-29,2011,10000-99999,20324
LU,M,Y15-29,2011,100000-499999,0
LU,M,Y15-29,2011,500000-999999,0
LU,M,Y15-29,2011,GE1000000,0
LU,M,Y30-49,2011,0-1000,1861
LU,M,Y30-49,2011,1000-9999,44063
LU,M,Y30-49,2011,10000-99999,36105
LU,M,Y30-49,2011,100000-499999,0
LU,M,Y30-49,2011,500000-999999,0
LU,M,Y30-49,2011,GE1000000,0
LU,M,Y50-64,2011,0-1000,1131
LU,M,Y50-64,2011,1000-9999,28097
LU,M,Y50-64,2011,10000-99999,18204
LU,M,Y50-64,2011,100000-499999,0
LU,M,Y50-64,2011,500000-999999,0
LU,M,Y50-64,2011,GE1000000,0
LU,M,Y65-84,2011,0-1000,584
LU,M,Y65-84,2011,1000-9999,16699
LU,M,Y65-84,2011,10000-99999,11240
LU,M,Y65-84,2011,100000-499999,0
LU,M,Y65-84,2011,500000-999999,0
LU,M,Y65-84,2011,GE1000000,0
LV,F,Y_GE85,2011,0-1000,2809
LV,F,Y_GE85,2011,1000-9999,8132
LV,F,Y_GE85,2011,10000-99999,6927
LV,F,Y_GE85,2011,100000-499999,0
LV,F,Y_GE85,2011,500000-999999,9366
LV,F,Y_GE85,2011,GE1000000,0
LV,F,Y_LT15,2011,0-1000,13737
LV,F,Y_LT15,2011,1000-9999,44611
LV,F,Y_LT15,2011,10000-99999,43676
LV,F,Y_LT15,2011,100000-499999,0
LV,F,Y_LT15,2011,500000-999999,41620
LV,F,Y_LT15,2011,GE1000000,0
LV,F,Y15-29,2011,0-1000,19684
LV,F,Y15-29,2011,1000-9999,60074
LV,F,Y15-29,2011,10000-99999,59211
LV,F,Y15-29,2011,100000-499999,0
LV,F,Y15-29,2011,500000-999999,68286
LV,F,Y15-29,2011,GE1000000,0
LV,F,Y30-49,2011,0-1000,24274
LV,F,Y30-49,2011,1000-9999,80965
LV,F,Y30-49,2011,10000-99999,86922
LV,F,Y30-49,2011,100000-499999,0
LV,F,Y30-49,2011,500000-999999,96885
LV,F,Y30-49,2011,GE1000000,0
LV,F,Y50-64,2011,0-1000,19489
LV,F,Y50-64,2011,1000-9999,63357
LV,F,Y50-64,2011,10000-99999,66521
LV,F,Y50-64,2011,100000-499999,0
LV,F,Y50-64,2011,500000-999999,77481
LV,F,Y50-64,2011,GE1000000,0
LV,F,Y65-84,2011,0-1000,24139
LV,F,Y65-84,2011,1000-9999,67325
LV,F,Y65-84,2011,10000-99999,63893
LV,F,Y65-84,2011,100000-499999,0
LV,F,Y65-84,2011,500000-999999,74885
LV,F,Y65-84,2011,GE1000000,0
LV,M,Y_GE85,2011,0-1000,614
LV,M,Y_GE85,2011,1000-9999,1678
LV,M,Y_GE85,2011,10000-99999,1632
LV,M,Y_GE85,2011,100000-499999,0
LV,M,Y_GE85,2011,500000-999999,2201
LV,M,Y_GE85,2011,GE1000000,0
LV,M,Y_LT15,2011,0-1000,14753
LV,M,Y_LT15,2011,1000-9999,46201
LV,M,Y_LT15,2011,10000-99999,45702
LV,M,Y_LT15,2011,100000-499999,0
LV,M,Y_LT15,2011,500000-999999,43850
LV,M,Y_LT15,2011,GE1000000,0
LV,M,Y15-29,2011,0-1000,23184
LV,M,Y15-29,2011,1000-9999,66341
LV,M,Y15-29,2011,10000-99999,60365
LV,M,Y15-29,2011,100000-499999,0
LV,M,Y15-29,2011,500000-999999,66098
LV,M,Y15-29,2011,GE1000000,0
LV,M,Y30-49,2011,0-1000,27592
LV,M,Y30-49,2011,1000-9999,82159
LV,M,Y30-49,2011,10000-99999,80440
LV,M,Y30-49,2011,100000-499999,0
LV,M,Y30-49,2011,500000-999999,87146
LV,M,Y30-49,2011,GE1000000,0
LV,M,Y50-64,2011,0-1000,20190
LV,M,Y50-64,2011,1000-9999,55517
LV,M,Y50-64,2011,10000-99999,48701
LV,M,Y50-64,2011,100000-499999,0
LV,M,Y50-64,2011,500000-999999,54883
LV,M,Y50-64,2011,GE1000000,0
LV,M,Y65-84,2011,0-1000,13145
LV,M,Y65-84,2011,1000-9999,36020
LV,M,Y65-84,2011,10000-99999,31751
LV,M,Y65-84,2011,100000-499999,0
LV,M,Y65-84,2011,500000-999999,35939
LV,M,Y65-84,2011,GE1000000,0
MT,F,Y_GE85,2011,0-1000,32
MT,F,Y_GE85,2011,1000-9999,2379
MT,F,Y_GE85,2011,10000-99999,1874
MT,F,Y_GE85,2011,100000-499999,0
MT,F,Y_GE85,2011,500000-999999,0
MT,F,Y_GE85,2011,GE1000000,0
MT,F,Y_LT15,2011,0-1000,156
MT,F,Y_LT15,2011,1000-9999,14002
MT,F,Y_LT15,2011,10000-99999,15897
MT,F,Y_LT15,2011,100000-499999,0
MT,F,Y_LT15,2011,500000-999999,0
MT,F,Y_LT15,2011,GE1000000,0
MT,F,Y15-29,2011,0-1000,210
MT,F,Y15-29,2011,1000-9999,19613
MT,F,Y15-29,2011,10000-99999,21836
MT,F,Y15-29,2011,100000-499999,0
MT,F,Y15-29,2011,500000-999999,0
MT,F,Y15-29,2011,GE1000000,0
MT,F,Y30-49,2011,0-1000,255
MT,F,Y30-49,2011,1000-9999,24981
MT,F,Y30-49,2011,10000-99999,29076
MT,F,Y30-49,2011,100000-499999,0
MT,F,Y30-49,2011,500000-999999,0
MT,F,Y30-49,2011,GE1000000,0
MT,F,Y50-64,2011,0-1000,228
MT,F,Y50-64,2011,1000-9999,21937
MT,F,Y50-64,2011,10000-99999,23195
MT,F,Y50-64,2011,100000-499999,0
MT,F,Y50-64,2011,500000-999999,0
MT,F,Y50-64,2011,GE1000000,0
MT,F,Y65-84,2011,0-1000,221
MT,F,Y65-84,2011,1000-9999,17587
MT,F,Y65-84,2011,10000-99999,16328
MT,F,Y65-84,2011,100000-499999,0
MT,F,Y65-84,2011,500000-999999,0
MT,F,Y65-84,2011,GE1000000,0
MT,M,Y_GE85,2011,0-1000,17
MT,M,Y_GE85,2011,1000-9999,1216
MT,M,Y_GE85,2011,10000-99999,959
MT,M,Y_GE85,2011,100000-499999,0
MT,M,Y_GE85,2011,500000-999999,0
MT,M,Y_GE85,2011,GE1000000,0
MT,M,Y_LT15,2011,0-1000,168
MT,M,Y_LT15,2011,1000-9999,14795
MT,M,Y_LT15,2011,10000-99999,16710
MT,M,Y_LT15,2011,100000-499999,0
MT,M,Y_LT15,2011,500000-999999,0
MT,M,Y_LT15,2011,GE1000000,0
MT,M,Y15-29,2011,0-1000,221
MT,M,Y15-29,2011,1000-9999,20861
MT,M,Y15-29,2011,10000-99999,23211
MT,M,Y15-29,2011,100000-499999,0
MT,M,Y15-29,2011,500000-999999,0
MT,M,Y15-29,2011,GE1000000,0
MT,M,Y30-49,2011,0-1000,267
MT,M,Y30-49,2011,1000-9999,26443
MT,M,Y30-49,2011,10000-99999,30102
MT,M,Y30-49,2011,100000-499999,0
MT,M,Y30-49,2011,500000-999999,0
MT,M,Y30-49,2011,GE1000000,0
MT,M,Y50-64,2011,0-1000,245
MT,M,Y50-64,2011,1000-9999,21877
MT,M,Y50-64,2011,10000-99999,22955
MT,M,Y50-64,2011,100000-499999,0
MT,M,Y50-64,2011,500000-999999,0
MT,M,Y50-64,2011,GE1000000,0
MT,M,Y65-84,2011,0-1000,142
MT,M,Y65-84,2011,1000-9999,13841
MT,M,Y65-84,2011,10000-99999,13595
MT,M,Y65-84,2011,100000-499999,0
MT,M,Y65-84,2011,500000-999999,0
MT,M,Y65-84,2011,GE1000000,0
NL,F,Y_GE85,2011,0-1000,14630
NL,F,Y_GE85,2011,1000-9999,40459
NL,F,Y_GE85,2011,10000-99999,81097
NL,F,Y_GE85,2011,100000-499999,44517
NL,F,Y_GE85,2011,500000-999999,24214
NL,F,Y_GE85,2011,GE1000000,12837
NL,F,Y_LT15,2011,0-1000,163705
NL,F,Y_LT15,2011,1000-9999,246314
NL,F,Y_LT15,2011,10000-99999,530663
NL,F,Y_LT15,2011,100000-499999,272034
NL,F,Y_LT15,2011,500000-999999,126823
NL,F,Y_LT15,2011,GE1000000,80372
NL,F,Y15-29,2011,0-1000,137881
NL,F,Y15-29,2011,1000-9999,204837
NL,F,Y15-29,2011,10000-99999,510769
NL,F,Y15-29,2011,100000-499999,370621
NL,F,Y15-29,2011,500000-999999,161104
NL,F,Y15-29,2011,GE1000000,116185
NL,F,Y30-49,2011,0-1000,246988
NL,F,Y30-49,2011,1000-9999,377375
NL,F,Y30-49,2011,10000-99999,852634
NL,F,Y30-49,2011,100000-499999,483852
NL,F,Y30-49,2011,500000-999999,226026
NL,F,Y30-49,2011,GE1000000,161096
NL,F,Y50-64,2011,0-1000,210962
NL,F,Y50-64,2011,1000-9999,295125
NL,F,Y50-64,2011,10000-99999,627881
NL,F,Y50-64,2011,100000-499999,319667
NL,F,Y50-64,2011,500000-999999,143118
NL,F,Y50-64,2011,GE1000000,92027
NL,F,Y65-84,2011,0-1000,128917
NL,F,Y65-84,2011,1000-9999,234203
NL,F,Y65-84,2011,10000-99999,470664
NL,F,Y65-84,2011,100000-499999,236218
NL,F,Y65-84,2011,500000-999999,105264
NL,F,Y65-84,2011,GE1000000,61238
NL,M,Y_GE85,2011,0-1000,8373
NL,M,Y_GE85,2011,1000-9999,16360
NL,M,Y_GE85,2011,10000-99999,32289
NL,M,Y_GE85,2011,100000-499999,17558
NL,M,Y_GE85,2011,500000-999999,9264
NL,M,Y_GE85,2011,GE1000000,5121
NL,M,Y_LT15,2011,0-1000,172717
NL,M,Y_LT15,2011,1000-9999,257608
NL,M,Y_LT15,2011,10000-99999,555304
NL,M,Y_LT15,2011,100000-499999,284961
NL,M,Y_LT15,2011,500000-999999,132896
NL,M,Y_LT15,2011,GE1000000,83678
NL,M,Y15-29,2011,0-1000,165112
NL,M,Y15-29,2011,1000-9999,222937
NL,M,Y15-29,2011,10000-99999,526991
NL,M,Y15-29,2011,100000-499999,358806
NL,M,Y15-29,2011,500000-999999,163529
NL,M,Y15-29,2011,GE1000000,104239
NL,M,Y30-49,2011,0-1000,252950
NL,M,Y30-49,2011,1000-9999,376278
NL,M,Y30-49,2011,10000-99999,848211
NL,M,Y30-49,2011,100000-499999,494941
NL,M,Y30-49,2011,500000-999999,232861
NL,M,Y30-49,2011,GE1000000,167337
NL,M,Y50-64,2011,0-1000,234676
NL,M,Y50-64,2011,1000-9999,298017
NL,M,Y50-64,2011,10000-99999,615374
NL,M,Y50-64,2011,100000-499999,317923
NL,M,Y50-64,2011,500000-999999,142089
NL,M,Y50-64,2011,GE1000000,93359
NL,M,Y65-84,2011,0-1000,135383
NL,M,Y65-84,2011,1000-9999,200599
NL,M,Y65-84,2011,10000-99999,390562
NL,M,Y65-84,2011,100000-499999,190910
NL,M,Y65-84,2011,500000-999999,84077
NL,M,Y65-84,2011,GE1000000,50192
NO,F,Y_GE85,2011,0-1000,20281
NO,F,Y_GE85,2011,1000-9999,16391
NO,F,Y_GE85,2011,10000-99999,16340
NO,F,Y_GE85,2011,100000-499999,11956
NO,F,Y_GE85,2011,500000-999999,13083
